,red,blue,green,nir08,swir16,emad,smad,bcmad,ndvi,mndwi,evi,ndbi,bs_pc_50,pv_pc_50,npv_pc_50,bs_med_jan_apr,pv_med_jan_apr,npv_med_jan_apr,bs_med_may_aug,pv_med_may_aug,npv_med_may_aug,bs_med_sep_dec,pv_med_sep_dec,npv_med_sep_dec,dem,x,y,class_id,lulc
1323,1076.0,1034.0,1432.0,4686.0,2332.0,1821.7551,0.0077612996,0.096105635,0.62651855,-0.23910734,0.6741615,-0.3354232,7.0,82.0,15.0,27.0,56.0,31.0,9.5,38.0,58.5,8.5,36.0,64.5,953.50604,3124951.8399895113,-1994551.9377004958,1,forest
1324,615.0,680.0,908.0,4768.0,2034.0,1242.1298,0.005093217,0.07261151,0.77150285,-0.38273284,0.77724963,-0.40194064,10.0,87.0,6.0,13.5,53.0,51.0,12.0,45.5,50.0,18.0,36.0,65.0,600.1263,3126369.159746293,-1994543.805850858,1,forest
1325,379.0,375.0,630.0,3418.0,1701.0,583.5327,0.0018166304,0.04030899,0.8003687,-0.45945948,0.5898909,-0.33541706,5.0,88.0,11.0,20.0,59.5,40.0,14.0,57.0,30.0,34.5,44.5,56.0,279.66928,3127786.4795030714,-1994535.674004437,1,forest
1326,362.0,392.0,620.0,4341.0,1836.0,910.65424,0.001752615,0.05299959,0.8460556,-0.49511403,0.73288876,-0.4055367,7.0,87.0,10.0,11.5,81.0,38.0,12.5,70.5,13.0,27.0,55.0,38.0,226.58926,3129203.799259853,-1994527.3098229046,3,grassland
1327,287.0,323.0,371.0,780.0,592.0,736.8701,0.020329595,0.14905135,0.4620431,-0.22949119,0.122277886,-0.13702625,6.0,81.0,17.0,27.0,66.0,19.0,27.5,61.0,21.5,35.5,50.0,55.0,93.08956,3130621.0076971403,-1994518.9456447763,1,forest
1328,341.0,353.0,585.0,3704.0,1687.0,993.6584,0.0010897517,0.0712494,0.8313968,-0.48503518,0.6416714,-0.37414214,7.0,88.0,3.0,28.0,82.0,28.0,10.0,57.5,55.0,25.5,51.0,57.0,276.88705,3133455.535891212,-1994501.7526226467,1,forest
1329,301.0,342.0,557.0,4147.0,1956.0,865.11957,0.00084608793,0.049444728,0.8646583,-0.5567051,0.71818054,-0.35900375,5.0,91.0,6.0,21.5,69.0,16.5,7.0,66.0,53.0,30.0,51.0,57.0,290.96854,3134872.8556479905,-1994493.0399480048,1,forest
1331,559.0,669.0,859.0,4110.0,1880.0,1654.1033,0.0054703355,0.09179077,0.7605483,-0.37276375,0.7132527,-0.37228718,4.0,93.0,8.0,25.0,85.0,8.0,18.0,59.5,49.0,38.0,53.0,63.0,260.26743,3137707.3838420594,-1994475.3822720586,1,forest
1333,411.0,505.0,702.0,3888.0,1766.0,1768.9283,0.003747195,0.100846425,0.80879277,-0.43111828,0.69172007,-0.37530953,10.0,87.0,8.0,12.5,86.0,42.0,18.0,64.5,28.0,31.0,46.0,51.5,83.35449,3140541.8007166367,-1994457.2599362037,1,forest
1334,330.0,379.0,616.0,4878.0,2288.0,861.40894,0.0008852482,0.04324391,0.87327194,-0.57575756,0.8112447,-0.36142898,5.0,94.0,28.0,19.5,84.0,15.0,8.0,81.0,28.0,24.5,51.0,39.0,134.25609,3141959.0091539244,-1994448.0826055522,1,forest
1335,277.0,320.0,535.0,3671.0,1728.0,973.3089,0.0011754632,0.06640438,0.85967577,-0.5271763,0.6560737,-0.35988146,8.0,91.0,3.0,19.5,83.0,28.5,14.5,71.5,19.0,35.0,58.0,43.0,123.00098,3143376.2175912145,-1994438.7891103341,1,forest
1336,243.0,314.0,488.0,3492.0,1528.0,915.1177,0.00095647573,0.05818253,0.8698795,-0.515873,0.6448988,-0.3912351,7.0,88.0,9.0,9.5,81.0,40.0,14.0,57.0,25.5,7.0,43.0,55.0,217.53387,3144793.4260285045,-1994429.4956193182,1,forest
1337,382.0,438.0,586.0,3380.0,1587.0,954.4434,0.0021312833,0.07743369,0.7969166,-0.46065348,0.6050698,-0.36098248,2.0,97.0,3.0,7.0,71.0,23.0,8.0,59.0,23.0,31.0,47.0,52.5,258.16443,3146210.634465792,-1994419.9697953889,1,forest
1340,788.0,902.0,1041.0,4316.0,2088.0,1746.2963,0.009961456,0.10383664,0.6912226,-0.3346117,0.71829957,-0.34790757,5.0,88.0,8.0,12.0,84.0,9.0,19.0,48.5,17.0,16.5,45.0,40.5,264.41077,3153296.565332749,-1994371.1790591136,1,forest
1343,420.0,449.0,703.0,4208.0,1770.0,1507.5082,0.0014292598,0.085693285,0.8184961,-0.43145978,0.7088058,-0.4078287,1.0,88.0,23.0,16.0,74.0,20.0,8.5,49.5,48.0,35.5,44.0,58.5,152.65266,3166050.6620319136,-1994277.3153017333,1,forest
1346,580.0,666.0,983.0,5218.0,2305.0,2253.3535,0.0026700497,0.10437261,0.799931,-0.40206814,0.8461651,-0.38721257,13.0,84.0,21.0,11.0,72.0,28.5,26.0,53.0,47.0,23.5,38.0,64.5,33.754486,3171718.939183621,-1994233.0554361378,3,grassland
1347,309.0,375.0,567.0,4673.0,1876.0,842.5013,0.00095432997,0.048254095,0.87595344,-0.5358166,0.7955084,-0.42708808,9.0,89.0,7.0,15.0,68.0,34.0,16.0,65.0,35.0,30.5,49.0,52.0,9.438193,3177386.9936963404,-1994187.285491639,1,forest
1348,434.0,465.0,514.0,1826.0,921.0,880.5855,0.01049453,0.11116603,0.6159292,-0.28362373,0.31802604,-0.3294503,6.0,69.0,21.0,11.0,62.0,33.0,26.5,60.0,29.0,13.5,52.5,31.0,0.0,3178804.0908141364,-1994175.6687706723,3,grassland
1349,1076.0,653.0,958.0,3619.0,3847.0,1504.9215,0.009693325,0.07859644,0.54164004,-0.60124874,0.41887662,0.030538438,10.0,62.0,25.0,11.5,68.0,12.0,11.5,54.0,29.0,12.0,72.0,26.0,5.413269,3054083.4031217145,-1996253.6561285465,3,grassland
1350,838.0,547.0,862.0,3530.0,3053.0,1233.8909,0.0044362843,0.06946431,0.6163003,-0.5596424,0.4655667,-0.07245935,11.0,67.0,13.0,17.5,62.0,8.0,17.0,58.0,24.0,9.0,67.0,14.0,15.843784,3055501.0568369697,-1996250.4031188514,3,grassland
1351,256.0,250.0,462.0,5071.0,1997.0,1073.1057,0.00092327595,0.058248468,0.90388584,-0.6242374,0.81709886,-0.43491793,4.0,90.0,7.0,4.0,87.0,10.0,5.0,88.0,7.0,6.0,89.0,8.0,73.12905,3064006.756489501,-1996228.3291381085,1,forest
1352,932.0,626.0,862.0,2643.0,2872.0,969.37274,0.006634891,0.0632597,0.4786014,-0.53829676,0.3159158,0.041523147,8.0,66.0,26.0,8.0,69.0,20.0,9.0,53.0,31.0,15.0,55.0,28.0,65.175064,3066841.9526005173,-1996220.196624869,3,grassland
1353,288.0,298.0,526.0,3987.0,1543.0,697.77795,0.001971066,0.045179743,0.8652631,-0.49154183,0.68601626,-0.441953,5.0,88.0,8.0,18.5,60.0,24.0,7.0,79.0,14.0,11.0,65.0,18.0,589.43695,3083852.906627615,-1996163.5014791999,1,forest
1354,234.0,249.0,444.0,3992.0,1475.0,646.35486,0.000736475,0.03640102,0.88925695,-0.537259,0.69445986,-0.46039873,9.0,88.0,7.0,29.0,50.0,40.0,12.0,85.5,8.0,9.5,64.0,52.5,683.61676,3085270.449023376,-1996158.1572727207,1,forest
1355,270.0,284.0,534.0,3724.0,1390.0,664.3564,0.0006862283,0.039913297,0.8647971,-0.44490647,0.65347356,-0.4563942,7.0,90.0,4.0,37.5,58.0,20.0,8.5,79.0,15.0,6.0,71.0,28.0,735.46185,3086687.9914191402,-1996152.6968892778,1,forest
1356,209.0,217.0,460.0,3460.0,1318.0,571.9643,0.0005502701,0.041167002,0.88607246,-0.48256463,0.6210598,-0.4483047,8.0,88.0,3.0,39.0,56.0,47.5,10.0,86.5,5.0,8.0,48.0,54.0,745.8062,3088105.533814901,-1996147.2365072863,1,forest
1357,249.0,223.0,448.0,4379.0,1758.0,573.9723,0.0010091066,0.033393484,0.8923942,-0.593835,0.7270871,-0.42708164,8.0,87.0,8.0,10.0,69.0,38.0,7.5,81.0,10.0,26.0,63.0,11.0,260.80655,3090940.6186064235,-1996135.8510346117,1,forest
1358,383.0,316.0,617.0,3145.0,1696.0,801.87506,0.0019907951,0.056300316,0.78287977,-0.46649373,0.5281879,-0.29931834,3.0,90.0,8.0,5.0,74.0,10.0,15.5,80.0,14.0,24.0,73.0,10.5,398.9731,3093775.7033979483,-1996124.0008554703,3,grassland
1359,754.0,530.0,847.0,3213.0,2550.0,1069.1774,0.0044515133,0.07010038,0.6198639,-0.5013247,0.44670108,-0.11504425,8.0,67.0,22.0,9.0,62.0,24.0,9.0,63.5,25.5,20.0,54.0,23.0,437.52936,3095193.2457937095,-1996118.0757684638,3,grassland
1360,380.0,334.0,658.0,4328.0,1956.0,710.15454,0.0010660887,0.04155091,0.8385727,-0.49655694,0.6998511,-0.3774666,7.0,86.0,7.0,12.0,68.0,25.0,8.0,81.0,7.5,23.0,66.5,13.0,514.88306,3098028.2192657404,-1996105.6447091238,3,grassland
1361,802.0,605.0,1069.0,3859.0,2144.0,910.2661,0.0022097826,0.048563335,0.6558679,-0.33457825,0.54073656,-0.28569052,4.0,79.0,15.0,18.0,70.5,16.0,18.0,63.0,23.5,17.0,49.0,29.0,376.23715,3107950.6820775997,-1996059.5220593808,3,grassland
1362,647.0,486.0,797.0,3398.0,2387.0,1157.0061,0.004179001,0.05438106,0.68009883,-0.4993719,0.50440043,-0.17476231,4.0,76.0,17.0,8.5,68.0,17.0,6.0,63.0,27.0,17.0,47.0,45.5,537.69617,3109368.1131538698,-1996052.5513908477,3,grassland
1363,375.0,340.0,771.0,3650.0,1649.0,818.0006,0.0013688803,0.04775753,0.8136646,-0.36280993,0.61329585,-0.3776184,7.0,81.0,12.0,10.5,64.0,14.0,12.0,67.5,18.0,14.0,54.0,18.0,687.8052,3110785.6555496305,-1996045.4645469317,3,grassland
1364,201.0,211.0,397.0,3527.0,1228.0,443.66962,0.0004156828,0.03836555,0.8921674,-0.5113846,0.63229537,-0.4834911,10.0,86.0,7.0,21.0,53.5,47.0,15.0,71.0,16.5,23.5,48.0,57.0,912.96106,3113620.517702173,-1996030.942333433,1,forest
1365,426.0,425.0,633.0,3217.0,1323.0,1296.4666,0.0037795305,0.09475344,0.7661268,-0.35276076,0.55440784,-0.41718063,7.0,85.0,8.0,22.0,56.5,17.5,10.5,63.5,15.0,16.5,47.0,53.5,1115.7009,3116455.3798547154,-1996016.1877750345,1,forest
1366,294.0,307.0,541.0,3035.0,1479.0,839.449,0.0014922023,0.047779333,0.82337046,-0.46435645,0.54835355,-0.34470537,3.0,83.0,14.0,34.0,47.5,49.0,14.5,55.0,27.0,44.0,40.5,63.0,1011.4425,3119290.2420072583,-1996000.9685172406,1,forest
1367,454.0,535.0,653.0,3479.0,1482.0,1099.9916,0.0051525235,0.07747113,0.76913303,-0.3882904,0.62036014,-0.4025398,6.0,91.0,5.0,19.5,60.0,41.0,19.0,59.0,20.5,47.0,38.0,61.0,508.7725,3127794.717145389,-1995952.9872668784,1,forest
1368,343.0,386.0,662.0,4437.0,1824.0,1455.5688,0.0018363893,0.08319837,0.85648537,-0.46741754,0.7525735,-0.4173454,12.0,86.0,17.0,13.5,78.0,32.0,18.0,62.0,53.0,29.0,49.0,63.0,175.87286,3130629.46797844,-1995936.2577531568,3,grassland
1370,390.0,471.0,676.0,3931.0,1637.0,863.3969,0.0020951629,0.05184044,0.8194862,-0.41547775,0.6949405,-0.4119971,4.0,93.0,1.0,7.0,69.0,53.0,9.0,58.0,33.0,20.0,50.0,48.0,230.03908,3151889.2643301417,-1995798.3559612455,1,forest
1372,369.0,473.0,632.0,4068.0,1773.0,1808.5684,0.0029200613,0.10774046,0.83367133,-0.4744283,0.7261769,-0.39291215,7.0,88.0,6.0,11.0,88.0,36.0,12.5,58.0,57.0,29.0,47.0,46.0,262.5537,3157558.3207182763,-1995757.9266307903,1,forest
1374,429.0,499.0,783.0,4414.0,2080.0,1859.0105,0.0022523403,0.09669919,0.8228371,-0.45302132,0.75214225,-0.35940868,7.0,89.0,12.0,8.0,91.0,32.0,25.0,50.5,54.0,39.5,48.0,36.0,88.70412,3160392.737592857,-1995737.1311153716,1,forest
1377,351.0,415.0,688.0,4262.0,1760.0,1250.9824,0.0012973547,0.06084586,0.8478213,-0.43790847,0.73761827,-0.41547656,7.0,87.0,12.0,8.5,87.0,26.0,12.5,62.0,53.0,25.0,46.0,57.0,293.27094,3164644.3629047247,-1995705.1827388478,1,forest
1378,1180.0,933.0,1109.0,2548.0,2294.0,817.33276,0.0031541586,0.056643706,0.36695278,-0.34822214,0.27077308,-0.052457657,34.0,26.0,39.0,34.5,37.0,31.0,40.0,22.5,38.0,30.0,30.0,43.0,4.3324943,3046998.0288522136,-1997686.6570218059,4,buildup
1379,508.0,409.0,803.0,4554.0,2575.0,2073.1306,0.0038336515,0.08884791,0.7992888,-0.5245707,0.69593036,-0.27759853,13.0,76.0,16.0,14.0,59.0,15.5,14.0,70.5,15.5,13.0,77.0,36.5,11.417808,3056922.161456436,-1997664.5814966229,2,cropland
1380,1249.0,1039.0,1191.0,2431.0,2857.0,716.29114,0.0018025041,0.053617842,0.32119566,-0.41156125,0.2435607,0.08055974,34.0,38.0,29.0,35.0,47.0,24.0,36.0,36.0,29.0,35.0,38.0,31.0,26.74331,3058339.8151716883,-1997661.0958895537,5,baresoil
1381,442.0,399.0,786.0,4243.0,2297.0,1445.093,0.0035285354,0.07461885,0.8113127,-0.4901071,0.6835101,-0.2975535,8.0,80.0,13.0,11.5,74.0,10.0,7.0,74.5,16.0,8.5,76.0,15.0,28.827532,3061175.3452411755,-1997653.7761166373,3,grassland
1382,466.0,383.0,681.0,4279.0,1827.0,1112.8884,0.0025818348,0.06419824,0.80358267,-0.45693782,0.67118466,-0.40157223,6.0,71.0,26.0,14.0,64.0,17.0,5.5,67.5,26.0,7.0,62.0,20.0,87.78511,3066846.071421676,-1997637.8585242257,3,grassland
1383,724.0,490.0,745.0,2869.0,2082.0,2087.1226,0.01854831,0.15969938,0.59699416,-0.47293946,0.39610723,-0.15895782,11.0,66.0,37.0,20.0,61.0,12.0,23.0,40.0,36.0,12.0,53.0,41.0,118.1318,3068263.8364564166,-1997633.6758012616,3,grassland
1384,575.0,499.0,1056.0,4537.0,2247.0,1028.476,0.0025946796,0.05602451,0.77503914,-0.3605813,0.69535613,-0.33755895,2.0,78.0,18.0,16.0,53.0,25.0,2.0,74.5,18.0,24.0,49.0,26.0,333.03293,3072516.9089216646,-1997620.5467041591,3,grassland
1385,358.0,345.0,590.0,4233.0,1976.0,1093.0299,0.0016727448,0.062907085,0.84404266,-0.5401403,0.7023235,-0.36350456,3.0,83.0,16.0,12.5,54.0,19.0,5.5,76.5,17.0,10.5,73.0,43.0,435.08234,3073934.562636917,-1997615.899238171,1,forest
1386,391.0,437.0,618.0,3946.0,1823.0,2494.1577,0.011958599,0.16290087,0.81969106,-0.49365014,0.68289214,-0.3680014,4.0,78.0,20.0,14.0,55.0,42.0,28.5,65.5,24.0,25.5,60.0,24.0,590.83624,3076769.870067422,-1997606.4881227699,1,forest
1387,205.0,206.0,448.0,4374.0,1660.0,634.05774,0.0009383559,0.030649684,0.91046077,-0.57495254,0.7413401,-0.4497846,8.0,87.0,6.0,19.0,64.0,36.0,7.5,84.0,8.0,13.0,59.0,27.0,476.61484,3078187.523782674,-1997601.6082868548,1,forest
1388,264.0,266.0,500.0,4388.0,1928.0,807.04504,0.00085902214,0.044116706,0.8865004,-0.5881384,0.7376404,-0.38948703,5.0,91.0,7.0,14.0,61.0,25.5,6.0,88.5,10.0,6.0,75.0,21.0,279.82712,3079605.2888174173,-1997596.61226557,1,forest
1389,247.0,245.0,482.0,4056.0,1669.0,1009.1001,0.0010658503,0.0647203,0.88519645,-0.5518364,0.6950477,-0.41694328,5.0,91.0,6.0,29.0,62.0,12.0,9.0,82.0,12.5,6.0,73.0,21.0,273.03052,3081022.9425326698,-1997591.5000590044,1,forest
1390,261.0,246.0,477.0,3676.0,1746.0,1365.5342,0.0018893778,0.08632012,0.8674117,-0.5708502,0.63726956,-0.3559572,4.0,86.0,13.0,26.5,59.0,15.0,11.0,76.0,17.0,8.0,65.0,13.0,533.18243,3082440.596247922,-1997586.3878537107,3,grassland
1391,226.0,218.0,423.0,3621.0,1443.0,480.25287,0.00089776516,0.03665923,0.8825059,-0.54662377,0.636149,-0.4300948,4.0,92.0,5.0,9.0,64.0,21.0,6.0,85.5,7.0,8.5,72.0,7.0,527.68146,3083858.2499631746,-1997581.1594632515,1,forest
1392,243.0,269.0,461.0,3733.0,1484.0,747.3015,0.0010769367,0.05605651,0.87776655,-0.52596396,0.6623145,-0.43109068,6.0,91.0,6.0,38.0,58.0,41.0,12.0,76.5,5.0,11.5,68.0,34.0,599.174,3085275.903678427,-1997575.8148877143,1,forest
1393,297.0,290.0,515.0,3579.0,1413.0,636.8999,0.0008159578,0.041100025,0.8467492,-0.46576762,0.6222508,-0.43389425,5.0,87.0,7.0,19.5,57.0,40.5,6.0,85.0,6.5,4.5,67.0,40.0,695.7659,3086693.557393679,-1997570.354127189,1,forest
1394,286.0,287.0,528.0,4094.0,1596.0,835.25586,0.0016754568,0.049112365,0.86940634,-0.50282484,0.6970529,-0.43901578,7.0,87.0,6.0,20.0,58.0,42.0,11.0,77.5,6.0,35.0,53.0,29.5,633.6548,3100869.7605877314,-1997510.5182293956,1,forest
1395,233.0,227.0,480.0,3825.0,1416.0,549.0384,0.00049602985,0.03638198,0.88516515,-0.4936709,0.6641766,-0.4596451,7.0,92.0,4.0,23.5,56.5,43.5,9.0,84.0,13.0,39.0,46.5,62.0,714.42346,3102287.302983492,-1997504.0118121905,3,grassland
1396,404.0,345.0,737.0,3645.0,1501.0,784.163,0.0010281205,0.04433592,0.80044454,-0.3413762,0.6010088,-0.4166343,3.0,90.0,7.0,22.5,68.0,18.5,17.0,85.5,8.5,32.5,49.5,37.5,651.2092,3103704.8453792534,-1997497.3892110824,3,grassland
1397,307.0,336.0,746.0,5829.0,2150.0,1200.0973,0.0007841885,0.042634334,0.8999347,-0.48480657,0.9111609,-0.46108535,9.0,88.0,7.0,13.5,76.5,26.0,13.5,78.0,22.5,14.5,52.5,52.0,575.5907,3106540.0414902666,-1997483.911643497,3,grassland
1398,526.0,450.0,559.0,1132.0,807.0,838.37866,0.008223236,0.124350734,0.3655006,-0.181552,0.13882525,-0.16761217,11.0,60.0,29.0,16.5,57.5,29.5,11.0,57.5,33.5,31.0,47.5,30.0,248.67842,3107957.5838860306,-1997477.0566771731,3,grassland
1399,441.0,508.0,816.0,4920.0,1908.0,1232.7883,0.0023145974,0.06618044,0.8354784,-0.40088105,0.8140084,-0.44112483,5.0,88.0,8.0,23.0,60.0,19.0,10.0,58.5,14.0,22.5,58.0,27.0,616.3534,3109375.237601283,-1997469.9693415153,1,forest
1400,207.0,238.0,423.0,3649.0,1261.0,550.915,0.00094640255,0.037557717,0.8926348,-0.4976247,0.6565695,-0.48635435,9.0,90.0,7.0,14.0,62.5,26.0,12.0,74.5,18.0,18.5,58.0,20.0,838.5709,3110792.7799970442,-1997462.8820083064,1,forest
1401,220.0,245.0,431.0,3223.0,1212.0,518.32214,0.0011159778,0.041418336,0.87220454,-0.47535,0.5908858,-0.45343855,8.0,82.0,12.0,32.5,53.5,30.0,11.0,58.0,12.0,26.0,47.5,37.0,910.0539,3112210.322392805,-1997455.7946775446,1,forest
1402,371.0,393.0,641.0,3995.0,1490.0,973.49536,0.0016228557,0.0607676,0.83005047,-0.39840454,0.68256307,-0.45670015,9.0,85.0,3.0,23.0,54.5,50.0,20.0,54.5,13.0,31.5,50.0,65.0,1053.6733,3116462.949580091,-1997433.6032150853,1,forest
1403,473.0,473.0,674.0,3048.0,1384.0,1273.6167,0.003458202,0.098735675,0.7313263,-0.34499517,0.52174085,-0.37545127,3.0,84.0,11.0,29.5,50.0,47.5,24.0,38.5,61.0,19.0,35.0,62.5,1097.8163,3117880.4919758495,-1997426.051152182,1,forest
1404,256.0,486.0,460.0,3750.0,1438.0,1821.505,0.0050036013,0.13696134,0.8721918,-0.51527923,0.7503652,-0.44564375,9.0,86.0,11.0,38.0,51.0,49.5,23.5,40.5,52.5,13.5,34.5,63.0,734.1991,3123550.550239408,-1997394.797259866,1,forest
1405,832.0,946.0,1124.0,4349.0,2143.0,1768.9617,0.0056624413,0.0973879,0.6788265,-0.31190696,0.7179895,-0.33980283,8.0,81.0,9.0,34.0,49.0,52.0,25.0,41.5,58.0,38.0,38.0,65.0,721.6997,3124967.981315678,-1997386.7804698783,1,forest
1407,289.0,348.0,516.0,3487.0,1374.0,886.35724,0.0017838478,0.07221132,0.846928,-0.45396823,0.6339704,-0.43468422,6.0,90.0,8.0,15.0,54.0,46.5,13.0,65.0,19.0,29.0,46.0,60.0,490.98288,3127803.0661072,-1997370.3983435542,1,forest
1408,422.0,516.0,643.0,3448.0,1532.0,1874.4121,0.004397154,0.14253066,0.78191215,-0.40873563,0.62469035,-0.38473895,3.0,86.0,14.0,20.5,58.5,23.0,19.0,61.0,19.0,7.5,52.0,50.0,382.81653,3129220.49718347,-1997362.0330074953,1,forest
1409,377.0,450.0,702.0,4222.0,1891.0,1457.4685,0.0036396682,0.07547405,0.83605134,-0.45854223,0.7332749,-0.3813185,10.0,80.0,13.0,24.0,76.0,16.0,11.0,65.5,24.0,38.0,48.0,50.0,87.182884,3134890.332808046,-1997327.7584023029,1,forest
1411,309.0,371.0,548.0,3797.0,1879.0,1027.0209,0.00097566843,0.06776893,0.84948856,-0.5484137,0.6776236,-0.33791402,3.0,95.0,16.0,11.0,89.0,20.5,11.0,61.0,35.0,36.5,46.0,66.0,115.22759,3137725.194960586,-1997310.0982890886,1,forest
1412,820.0,487.0,841.0,3618.0,2863.0,742.14075,0.0015817285,0.041932225,0.6304642,-0.5458963,0.4699204,-0.116494335,17.0,72.0,9.0,25.0,63.5,12.0,19.5,70.0,10.0,24.5,55.0,12.0,568.2242,3099445.761661501,-1996099.371093249,4,buildup
1413,557.0,415.0,826.0,3659.0,1986.0,1028.3699,0.0010237992,0.054976925,0.7357685,-0.4125178,0.55837566,-0.2963685,3.0,81.0,12.0,26.5,57.0,23.5,5.0,81.0,12.0,35.0,52.0,16.0,608.8139,3100863.3040572624,-1996092.9813012714,3,grassland
1414,265.0,249.0,530.0,4099.0,1731.0,1303.6099,0.0007171035,0.07038666,0.87855184,-0.53118086,0.69348484,-0.406175,4.0,91.0,6.0,12.5,77.0,24.0,9.0,80.0,10.0,31.0,57.0,18.0,358.50537,3102280.735133535,-1996086.4753333014,3,grassland
1415,276.0,315.0,637.0,3885.0,1397.0,557.6387,0.00084227324,0.03305853,0.8673396,-0.373648,0.68463784,-0.4710337,6.0,86.0,5.0,28.0,61.5,27.0,11.0,83.0,6.0,30.0,54.5,24.5,707.4928,3105115.708605569,-1996073.114869824,1,forest
1416,306.0,355.0,514.0,2957.0,1261.0,928.08813,0.0027807653,0.07762857,0.8124425,-0.4208451,0.5463501,-0.40208632,6.0,87.0,9.0,15.5,53.5,29.0,9.0,64.5,10.0,26.0,53.5,12.0,960.938,3115037.948778446,-1996023.6231417207,1,forest
1417,351.0,384.0,634.0,4001.0,1623.0,660.2355,0.002181679,0.044605345,0.8386948,-0.4381923,0.68987674,-0.4228307,6.0,81.0,8.0,31.0,52.5,50.0,19.5,45.5,25.5,17.0,39.5,59.5,956.59,3120707.673083528,-1995993.1846263928,1,forest
1418,350.0,383.0,561.0,3926.0,1722.0,1122.9777,0.0020354688,0.076928884,0.8362956,-0.5085414,0.67966706,-0.39022663,6.0,89.0,5.0,28.0,60.0,23.0,12.0,69.0,14.5,37.0,47.0,60.5,461.17844,3129212.1482216585,-1995944.6225083137,1,forest
1419,458.0,543.0,767.0,4074.0,2000.0,1150.403,0.0035924911,0.07559736,0.7978817,-0.44560894,0.70904744,-0.3414554,12.0,85.0,16.0,25.0,71.0,20.0,16.0,65.0,20.0,45.0,48.0,55.0,117.7971,3134881.5385682727,-1995910.3502692147,1,forest
1421,344.0,446.0,554.0,3082.0,1459.0,1971.8846,0.008785784,0.15138647,0.7991828,-0.44957775,0.58003557,-0.35741025,9.0,87.0,7.0,12.5,72.0,32.0,12.0,72.5,21.0,26.0,61.0,28.0,136.42729,3143385.568428444,-1995856.0956889896,1,forest
1422,303.0,378.0,587.0,3815.0,1896.0,924.53314,0.0011550784,0.055953152,0.8528412,-0.5271849,0.6860447,-0.3360182,4.0,93.0,3.0,15.0,69.0,28.5,17.0,58.0,25.0,29.0,50.0,44.5,97.25987,3144802.8881852226,-1995846.6853802374,1,forest
1423,461.0,531.0,739.0,4046.0,1581.0,1131.5382,0.002860725,0.07077327,0.79542935,-0.362931,0.6985853,-0.43806648,9.0,94.0,14.0,16.0,77.0,13.5,47.0,48.0,15.0,30.0,50.0,49.0,326.56146,3146220.2079420043,-1995837.275075797,1,forest
1427,323.0,397.0,560.0,3747.0,1742.0,1755.9963,0.0023460388,0.10579289,0.84127766,-0.51346654,0.67361796,-0.365276,9.0,86.0,4.0,9.0,75.0,35.0,30.5,57.0,13.0,40.0,43.0,62.5,70.44753,3170312.9740149,-1995661.3844997885,1,forest
1428,542.0,641.0,847.0,4551.0,2035.0,1752.1586,0.0043104887,0.11476219,0.78715885,-0.4122137,0.77122843,-0.38202247,7.0,87.0,9.0,7.5,74.0,34.0,13.0,67.0,17.5,16.0,42.0,61.0,92.92894,3171730.1824521907,-1995650.1154719524,1,forest
1432,1748.0,1157.0,1516.0,2164.0,2418.0,699.99817,0.001619041,0.047377788,0.10633948,-0.22928314,0.07442128,0.055434305,49.0,9.0,38.0,43.0,34.0,39.0,56.0,10.5,30.0,48.0,12.0,41.0,12.192336,3055504.396421693,-1997668.0671042833,5,baresoil
1433,251.0,239.0,399.0,3756.0,1749.0,746.58826,0.001772821,0.049842305,0.87471926,-0.6284916,0.6505438,-0.36457765,3.0,91.0,7.0,7.0,81.0,11.0,4.0,87.5,9.0,4.0,91.0,8.5,35.02611,3065428.4177064234,-1997642.041248043,1,forest
1434,892.0,536.0,792.0,2732.0,2513.0,971.54456,0.008442342,0.07040371,0.5077263,-0.5207262,0.32707623,-0.04175405,11.0,60.0,27.0,9.0,74.0,16.0,13.0,49.0,34.0,14.0,53.0,27.0,202.48045,3069681.490171672,-1997629.3768924358,3,grassland
1435,456.0,351.0,551.0,3596.0,2013.0,1158.0497,0.0051475763,0.07484636,0.774926,-0.5702028,0.5730136,-0.28222504,5.0,70.0,33.0,8.0,73.0,15.5,5.5,53.5,36.0,9.0,52.0,32.0,247.36163,3071099.1438869215,-1997624.961797823,3,grassland
1436,715.0,516.0,860.0,3429.0,2214.0,1116.4707,0.0041427016,0.069935985,0.6549228,-0.44046846,0.48992702,-0.21531104,6.0,71.0,18.0,30.5,55.0,39.5,6.0,61.0,26.5,10.5,54.0,29.0,580.6421,3075352.2163521694,-1997611.2517732375,3,grassland
1437,323.0,291.0,614.0,3891.0,1844.0,724.3913,0.0009409189,0.047363494,0.8467015,-0.50040686,0.6536474,-0.3569311,2.0,91.0,6.0,7.0,71.0,12.5,5.0,87.5,7.5,22.5,67.0,11.0,423.11322,3089528.7535046926,-1997559.0840515513,3,grassland
1438,258.0,235.0,432.0,4480.0,1622.0,1219.1941,0.0010544062,0.0726585,0.8910933,-0.5793573,0.73989695,-0.468371,3.0,84.0,14.0,24.0,62.0,20.0,4.5,78.5,15.0,31.0,58.0,10.5,417.9758,3092364.060935197,-1997547.5816096016,3,grassland
