,red,blue,green,nir08,swir16,emad,smad,bcmad,ndvi,mndwi,evi,ndbi,bs_pc_50,pv_pc_50,npv_pc_50,bs_med_jan_apr,pv_med_jan_apr,npv_med_jan_apr,bs_med_may_aug,pv_med_may_aug,npv_med_may_aug,bs_med_sep_dec,pv_med_sep_dec,npv_med_sep_dec,dem,x,y,class_id,lulc
357,2415.0,1948.0,2215.0,2574.0,2067.0,3689.302,0.010067403,0.24137518,0.031870116,0.03456328,0.03191746,-0.10924371,16.0,15.0,82.0,35.0,18.0,55.5,38.0,14.5,81.5,23.5,17.0,62.0,0.19238044,2365209.3053361326,782325.8766417465,5,baresoil
361,783.0,622.0,1065.0,4140.0,2376.0,1060.9144,0.0023424625,0.054562993,0.6819013,-0.3809939,0.59214705,-0.27071825,11.0,76.0,11.0,29.5,54.0,38.5,21.0,61.5,7.0,10.0,75.0,13.5,9.645103,2363205.2423989833,781939.9759093169,3,grassland
362,627.0,519.0,891.0,4042.0,1778.0,671.5461,0.0007867217,0.035223246,0.73142,-0.3323342,0.61370087,-0.3890034,7.0,76.0,15.0,53.0,46.0,41.0,9.0,66.5,16.0,12.0,74.0,14.0,3.1680465,2363100.859413983,781960.7621314386,3,grassland
364,641.0,563.0,831.0,3726.0,2532.0,905.93396,0.0016870201,0.04665742,0.7064346,-0.5057984,0.57773703,-0.19079576,9.0,74.0,17.0,29.0,52.0,23.0,28.0,61.0,18.0,12.0,74.0,17.0,3.3595836,2363284.772292319,781940.2018465139,3,grassland
366,1151.0,949.0,1291.0,3761.0,2891.0,818.05835,0.0011655092,0.03976833,0.5313518,-0.38259205,0.48156762,-0.13078776,14.0,73.0,12.0,28.0,54.0,27.5,17.0,61.0,12.0,15.0,72.0,16.0,6.704105,2363263.5341958026,781918.0600012108,3,grassland
367,1789.0,1442.0,1851.0,4307.0,2732.0,1443.5612,0.002680838,0.055794068,0.41305774,-0.19223216,0.44249964,-0.22375338,11.0,67.0,27.0,42.0,50.0,32.0,22.0,56.5,34.0,11.5,66.0,30.5,0.0,2363256.5301426975,781909.4743877256,3,grassland
369,561.0,479.0,882.0,4558.0,1764.0,826.1439,0.00071817636,0.041040212,0.78081656,-0.33333334,0.6972403,-0.44194874,2.0,82.0,15.0,61.0,51.0,29.0,5.0,71.5,13.0,7.5,79.0,15.0,2.9644532,2363100.6334767854,781937.2646629532,3,grassland
370,469.0,479.0,750.0,3470.0,1732.0,550.7258,0.0013798773,0.038052414,0.7618685,-0.39564866,0.59114367,-0.33410227,5.0,68.0,30.0,18.0,51.0,32.5,14.5,68.0,23.0,15.0,64.5,27.5,3.5847716,2346720.6385706044,799691.5240127349,7,mangroves
371,1270.0,1078.0,1423.0,3204.0,1877.0,1058.1688,0.0039781034,0.06596976,0.43227535,-0.13757579,0.37954313,-0.26116905,21.0,66.0,28.0,26.5,42.0,49.0,20.5,60.0,27.0,47.0,56.5,34.5,2.3433669,2346728.7723096935,799709.8249256895,7,mangroves
372,428.0,433.0,689.0,3429.0,1365.0,550.14685,0.0006068349,0.035439953,0.7780658,-0.32911396,0.5884544,-0.43053818,12.0,87.0,11.0,35.0,53.0,28.0,36.0,83.0,13.0,56.0,78.5,16.5,7.8442373,2346100.2150277165,800189.0377204694,7,mangroves
374,494.0,459.0,653.0,2855.0,1144.0,855.99335,0.0034139752,0.06722526,0.7049866,-0.27323315,0.47691184,-0.42785695,10.0,73.0,25.0,31.5,46.0,36.0,30.5,71.5,25.0,43.0,60.0,28.0,0.0,2346128.457177338,800164.184628802,7,mangroves
375,494.0,459.0,653.0,2855.0,1144.0,855.99335,0.0034139752,0.06722526,0.7049866,-0.27323315,0.47691184,-0.42785695,10.0,73.0,25.0,31.5,46.0,36.0,30.5,71.5,25.0,43.0,60.0,28.0,0.0,2346142.0134091573,800153.3396433475,7,mangroves
376,328.0,365.0,545.0,3423.0,1272.0,539.26355,0.0015833974,0.028665677,0.82511336,-0.4001101,0.6114909,-0.45814693,14.0,88.0,7.0,22.0,54.0,16.0,21.0,80.5,11.0,15.0,81.0,15.0,8.807933,2346157.151201355,800151.984020166,7,mangroves
377,328.0,365.0,545.0,3423.0,1272.0,539.26355,0.0015833974,0.028665677,0.82511336,-0.4001101,0.6114909,-0.45814693,14.0,88.0,7.0,22.0,54.0,16.0,21.0,80.5,11.0,15.0,81.0,15.0,8.807933,2346178.841172263,800166.2180635747,7,mangroves
378,328.0,365.0,545.0,3423.0,1272.0,539.26355,0.0015833974,0.028665677,0.82511336,-0.4001101,0.6114909,-0.45814693,14.0,88.0,7.0,22.0,54.0,16.0,21.0,80.5,11.0,15.0,81.0,15.0,8.807933,2346175.0002399143,800151.3062085746,7,mangroves
379,494.0,459.0,653.0,2855.0,1144.0,855.99335,0.0034139752,0.06722526,0.7049866,-0.27323315,0.47691184,-0.42785695,10.0,73.0,25.0,31.5,46.0,36.0,30.5,71.5,25.0,43.0,60.0,28.0,0.0,2346133.653732868,800175.7074258476,7,mangroves
380,334.0,361.0,504.0,3080.0,1134.0,387.70834,0.00091671944,0.029497476,0.8043351,-0.38461533,0.5546803,-0.46179402,31.0,61.0,33.0,43.5,41.0,33.0,34.5,58.5,33.5,45.5,55.0,41.5,5.9041133,2345978.8867529426,800252.3001356219,7,mangroves
381,334.0,361.0,504.0,3080.0,1134.0,387.70834,0.00091671944,0.029497476,0.8043351,-0.38461533,0.5546803,-0.46179402,31.0,61.0,33.0,43.5,41.0,33.0,34.5,58.5,33.5,45.5,55.0,41.5,5.9041133,2345988.60205241,800245.2960825153,7,mangroves
383,342.0,380.0,568.0,4036.0,1113.0,1134.1967,0.0031570196,0.060267154,0.84376425,-0.32421178,0.6976129,-0.56768304,44.0,32.0,36.0,43.5,43.0,35.0,42.5,78.0,17.0,36.0,78.0,24.0,5.539041,2346000.576723851,800234.4510970609,7,mangroves
384,309.0,350.0,532.0,3577.0,1102.0,318.6272,0.00065529346,0.021134537,0.84096754,-0.34883726,0.63798213,-0.52895916,14.0,84.0,5.0,43.0,58.0,15.0,18.0,80.0,13.0,20.0,76.5,16.5,4.109655,2346010.969834913,800241.4551501669,7,mangroves
385,342.0,380.0,568.0,4036.0,1113.0,1134.1967,0.0031570196,0.060267154,0.84376425,-0.32421178,0.6976129,-0.56768304,44.0,32.0,36.0,43.5,43.0,35.0,42.5,78.0,17.0,36.0,78.0,24.0,5.539041,2346021.8148203674,800239.421715394,7,mangroves
386,384.0,377.0,577.0,3582.0,1270.0,469.44635,0.00083070993,0.025981883,0.80635405,-0.375203,0.6122449,-0.47650453,15.0,92.0,7.0,37.5,39.5,32.5,23.0,83.0,12.0,39.0,78.0,16.0,6.9165235,2346033.337617413,800232.869536682,7,mangroves
387,384.0,377.0,577.0,3582.0,1270.0,469.44635,0.00083070993,0.025981883,0.80635405,-0.375203,0.6122449,-0.47650453,15.0,92.0,7.0,37.5,39.5,32.5,23.0,83.0,12.0,39.0,78.0,16.0,6.9165235,2346030.1744966563,800221.5726768333,7,mangroves
388,384.0,377.0,577.0,3582.0,1270.0,469.44635,0.00083070993,0.025981883,0.80635405,-0.375203,0.6122449,-0.47650453,15.0,92.0,7.0,37.5,39.5,32.5,23.0,83.0,12.0,39.0,78.0,16.0,6.9165235,2346035.822926578,800213.8908121359,7,mangroves
389,614.0,517.0,708.0,3335.0,2417.0,397.8903,0.0005506277,0.025832478,0.68903524,-0.54687995,0.517635,-0.15959668,4.0,75.0,17.0,14.5,68.0,19.0,5.5,71.0,17.0,12.0,62.5,19.5,1.968488,2341393.491340384,792222.2662180146,5,baresoil
390,614.0,517.0,708.0,3335.0,2417.0,397.8903,0.0005506277,0.025832478,0.68903524,-0.54687995,0.517635,-0.15959668,4.0,75.0,17.0,14.5,68.0,19.0,5.5,71.0,17.0,12.0,62.5,19.5,1.968488,2341406.369760611,792200.3503099083,5,baresoil
391,822.0,730.0,965.0,3975.0,2234.0,595.2608,0.0011972487,0.030125784,0.65728587,-0.3966864,0.58684486,-0.2803994,8.0,80.0,10.0,13.0,73.0,14.0,11.5,78.0,11.0,14.0,75.0,14.5,4.483814,2341561.588614931,792161.489112029,5,baresoil
392,406.0,377.0,635.0,4199.0,1739.0,369.41238,0.00038564205,0.019328704,0.8236699,-0.46503788,0.6867645,-0.41428092,10.0,81.0,8.0,14.0,73.0,12.5,13.5,79.0,10.0,11.0,75.5,13.5,5.13865,2341582.8267114474,792172.7859718775,5,baresoil
393,418.0,412.0,864.0,3640.0,1646.0,226.26212,0.00032681227,0.012843772,0.7939872,-0.31155378,0.61686325,-0.37722287,6.0,87.0,7.0,21.5,64.0,13.5,9.0,81.0,10.0,8.0,79.5,8.5,9.194073,2341048.4852406057,791945.4931517227,2,cropland
394,515.0,477.0,933.0,4508.0,1804.0,535.49207,0.00071665645,0.023923386,0.7949432,-0.31823164,0.71199316,-0.42839032,5.0,95.0,27.0,23.0,65.0,16.5,11.0,89.0,34.0,11.0,70.5,51.0,15.022067,2341090.509559244,791975.3168617234,2,cropland
395,333.0,387.0,886.0,5011.0,1761.0,669.94666,0.00036385655,0.027827352,0.87537426,-0.3305629,0.8290504,-0.4799173,4.0,94.0,22.0,16.5,70.5,17.0,5.0,90.0,27.0,18.0,68.5,52.0,10.962187,2341135.696998639,791996.103083845,2,cropland
396,363.0,406.0,870.0,4807.0,1770.0,594.2358,0.0011095405,0.029039605,0.8595745,-0.3409091,0.79698706,-0.46176064,9.0,89.0,27.0,15.0,66.5,21.5,10.0,84.5,19.0,17.0,65.5,47.0,10.339589,2341158.2907183333,792017.3411803603,2,cropland
398,886.0,693.0,985.0,3797.0,2140.0,1494.0043,0.003024727,0.07697781,0.62161005,-0.3696,0.52297795,-0.2790972,4.0,83.0,11.0,21.0,61.0,17.0,7.5,81.5,13.0,14.0,80.0,12.5,6.471439,2341027.924955684,792910.9227943873,5,baresoil
399,886.0,693.0,985.0,3797.0,2140.0,1494.0043,0.003024727,0.07697781,0.62161005,-0.3696,0.52297795,-0.2790972,4.0,83.0,11.0,21.0,61.0,17.0,7.5,81.5,13.0,14.0,80.0,12.5,6.471439,2341031.0880764406,792905.2743644635,5,baresoil
