,red,blue,green,nir08,swir16,emad,smad,bcmad,ndvi,mndwi,evi,ndbi,bs_pc_50,pv_pc_50,npv_pc_50,bs_med_jan_apr,pv_med_jan_apr,npv_med_jan_apr,bs_med_may_aug,pv_med_may_aug,npv_med_may_aug,bs_med_sep_dec,pv_med_sep_dec,npv_med_sep_dec,dem,x,y,class_id,lulc
54,647.0,589.0,1033.0,4669.0,2834.0,1280.5918,0.0017823279,0.061595306,0.75658387,-0.4657357,0.71143025,-0.24456882,10.0,82.0,8.0,22.0,46.5,27.0,11.0,73.0,8.0,22.0,39.5,58.0,5.1343203,5585497.6305813845,-2403979.5355073325,3,grassland
55,817.0,679.0,1187.0,4797.0,3230.0,1211.4087,0.0010781884,0.055846326,0.70894194,-0.46253115,0.6812036,-0.19521612,10.0,85.0,6.0,17.0,47.0,43.0,13.0,69.5,17.5,24.0,38.0,39.5,4.970824,5585461.561020847,-2403996.011355601,3,grassland
56,812.0,671.0,1142.0,4686.0,3100.0,921.78925,0.0006610453,0.038230665,0.7046198,-0.46157473,0.6667584,-0.20369896,10.0,78.0,9.0,35.0,47.5,47.0,13.0,59.0,12.0,33.0,37.5,25.0,6.103481,5585411.717502807,-2404002.2802798464,3,grassland
57,854.0,698.0,1204.0,4824.0,3353.0,1196.278,0.0013156533,0.055516757,0.6991899,-0.4715822,0.6745735,-0.17989482,12.0,82.0,5.0,28.0,48.0,43.5,15.5,62.5,14.0,24.0,38.5,35.0,5.157923,5585440.023792006,-2403989.3030589437,3,grassland
58,864.0,677.0,1153.0,4422.0,3484.0,1012.2914,0.0012301803,0.04588572,0.6730988,-0.5026957,0.61224484,-0.11864408,17.0,75.0,2.0,35.0,47.5,45.0,24.0,59.5,16.5,29.0,38.5,33.5,5.2236433,5585456.066072334,-2403941.5083882967,3,grassland
59,817.0,679.0,1187.0,4797.0,3230.0,1211.4087,0.0010781884,0.055846326,0.70894194,-0.46253115,0.6812036,-0.19521612,10.0,85.0,6.0,17.0,47.0,43.0,13.0,69.5,17.5,24.0,38.0,39.5,4.970824,5585476.025223181,-2403984.8783391975,3,grassland
60,822.0,675.0,1170.0,4775.0,3454.0,1131.2441,0.0006916821,0.050188377,0.70627123,-0.49394464,0.67482674,-0.16052982,12.0,82.0,4.0,25.0,46.5,49.5,16.0,65.5,15.5,24.0,37.5,41.0,5.3923993,5585478.09652524,-2403949.127311407,3,grassland
61,745.0,658.0,1075.0,4754.0,3124.0,1432.4781,0.0014277399,0.0659303,0.72904164,-0.48797336,0.70141363,-0.20690529,9.0,82.0,8.0,11.0,48.0,21.0,10.0,70.0,13.0,27.0,39.5,59.5,6.071337,5585495.011925213,-2403942.0846644063,3,grassland
62,1088.0,902.0,1285.0,4181.0,3266.0,1075.0669,0.0014483631,0.048375234,0.58701843,-0.4352889,0.5545396,-0.12286829,22.0,63.0,10.0,31.5,46.0,43.0,23.0,50.5,26.0,39.0,37.5,30.0,6.1275473,5585433.276800537,-2403939.0119014066,3,grassland
63,550.0,470.0,941.0,4314.0,2491.0,791.2326,0.002394557,0.040113777,0.77384865,-0.4516317,0.6678969,-0.26789126,8.0,76.0,13.0,17.5,41.0,41.0,20.0,56.0,16.5,33.0,40.5,36.0,6.472799,5585318.8909169985,-2404082.7154625114,3,grassland
64,628.0,494.0,875.0,4187.0,2269.0,884.0223,0.0021110177,0.04814312,0.73914856,-0.44338426,0.624386,-0.297088,9.0,79.0,13.0,8.0,42.0,53.0,16.5,62.0,13.0,32.5,39.0,12.5,6.2132764,5585309.184596441,-2404055.228530199,3,grassland
65,760.0,653.0,1096.0,4583.0,2992.0,1041.6549,0.001410842,0.050914317,0.7155157,-0.46379644,0.67091364,-0.210033,9.0,80.0,9.0,25.0,48.0,39.0,11.0,63.0,12.0,31.0,38.0,24.0,5.0142226,5585444.72921856,-2404019.7343136324,3,grassland
66,753.0,1034.0,956.0,4263.0,3152.0,669.7123,0.0011925399,0.031937342,0.6997608,-0.53456664,0.79584616,-0.1498314,29.0,64.0,27.0,33.5,48.0,48.0,30.0,55.5,29.0,39.0,37.5,56.5,5.110824,5585396.782150282,-2403942.5258473605,3,grassland
67,813.0,697.0,1151.0,4542.0,3146.0,1211.0493,0.0013356209,0.056820594,0.69635856,-0.46427742,0.656861,-0.18158169,11.0,75.0,11.0,26.0,46.0,53.0,21.0,57.5,24.0,27.0,37.5,22.0,6.6819353,5585476.82889203,-2403924.607843381,3,grassland
68,921.0,765.0,1186.0,4596.0,2999.0,1471.6292,0.0028927028,0.07060166,0.6661229,-0.43321383,0.63870835,-0.21026991,21.0,68.0,9.0,19.5,48.0,38.0,21.5,63.0,18.0,39.0,38.5,15.0,7.3177743,5585496.703979545,-2403923.0291192895,3,grassland
69,745.0,658.0,1075.0,4754.0,3124.0,1432.4781,0.0014277399,0.0659303,0.72904164,-0.48797336,0.70141363,-0.20690529,9.0,82.0,8.0,11.0,48.0,21.0,10.0,70.0,13.0,27.0,39.5,59.5,6.071337,5585506.509351531,-2403967.6588545935,3,grassland
70,933.0,720.0,1186.0,4720.0,3395.0,1029.5323,0.00089782476,0.046238307,0.66990983,-0.4822091,0.634636,-0.16327786,17.0,77.0,5.0,42.0,48.0,48.0,21.0,60.5,17.0,29.0,38.5,24.0,5.8455863,5585421.643646048,-2403994.076633966,3,grassland
71,860.0,642.0,1128.0,4522.0,3097.0,948.7969,0.0011406541,0.04368103,0.68041617,-0.46603552,0.61579335,-0.1870324,16.0,74.0,13.0,25.0,47.5,22.5,19.0,47.0,18.0,30.5,41.0,16.5,10.047022,5584992.502719321,-2403130.913474221,3,grassland
72,860.0,642.0,1128.0,4522.0,3097.0,948.7969,0.0011406541,0.04368103,0.68041617,-0.46603552,0.61579335,-0.1870324,16.0,74.0,13.0,25.0,47.5,22.5,19.0,47.0,18.0,30.5,41.0,16.5,10.047022,5584996.907143319,-2403159.2681040736,3,grassland
73,833.0,1031.0,1034.0,3600.0,2625.0,871.02515,0.0017088354,0.044682648,0.6241823,-0.43481827,0.6366482,-0.15662655,16.0,74.0,10.0,25.0,47.5,22.5,19.0,47.0,18.0,30.5,41.0,16.5,10.401831,5585027.265046803,-2403159.4319863804,3,grassland
74,764.0,563.0,1027.0,4354.0,2851.0,901.472,0.00090020895,0.041048247,0.70144594,-0.4703456,0.60990113,-0.20860513,21.0,65.0,12.0,25.0,47.5,15.0,29.0,46.0,45.0,33.5,39.0,15.0,9.044754,5585035.403721267,-2403160.323824682,3,grassland
75,904.0,707.0,1088.0,3088.0,2359.0,773.41266,0.0015379786,0.04820543,0.54709417,-0.3687264,0.41333887,-0.13383515,11.0,71.0,13.0,18.0,46.5,24.0,24.0,48.0,29.5,27.0,39.5,19.5,9.07154,5585044.035629779,-2403162.1262931568,3,grassland
76,764.0,563.0,1027.0,4354.0,2851.0,901.472,0.00090020895,0.041048247,0.70144594,-0.4703456,0.60990113,-0.20860513,21.0,65.0,12.0,25.0,47.5,15.0,29.0,46.0,45.0,33.5,39.0,15.0,9.044754,5585033.278800445,-2403166.1859142594,3,grassland
77,904.0,707.0,1088.0,3088.0,2359.0,773.41266,0.0015379786,0.04820543,0.54709417,-0.3687264,0.41333887,-0.13383515,11.0,71.0,13.0,18.0,46.5,24.0,24.0,48.0,29.5,27.0,39.5,19.5,9.07154,5585041.007660873,-2403168.7130683027,3,grassland
78,764.0,563.0,1027.0,4354.0,2851.0,901.472,0.00090020895,0.041048247,0.70144594,-0.4703456,0.60990113,-0.20860513,21.0,65.0,12.0,25.0,47.5,15.0,29.0,46.0,45.0,33.5,39.0,15.0,9.044754,5585035.126451795,-2403173.0763419033,3,grassland
79,904.0,707.0,1088.0,3088.0,2359.0,773.41266,0.0015379786,0.04820543,0.54709417,-0.3687264,0.41333887,-0.13383515,11.0,71.0,13.0,18.0,46.5,24.0,24.0,48.0,29.5,27.0,39.5,19.5,9.07154,5585041.496946774,-2403176.5747975972,3,grassland
80,764.0,563.0,1027.0,4354.0,2851.0,901.472,0.00090020895,0.041048247,0.70144594,-0.4703456,0.60990113,-0.20860513,21.0,65.0,12.0,25.0,47.5,15.0,29.0,46.0,45.0,33.5,39.0,15.0,9.044754,5585035.4752853755,-2403183.723063454,3,grassland
81,904.0,707.0,1088.0,3088.0,2359.0,773.41266,0.0015379786,0.04820543,0.54709417,-0.3687264,0.41333887,-0.13383515,11.0,71.0,13.0,18.0,46.5,24.0,24.0,48.0,29.5,27.0,39.5,19.5,9.07154,5585042.695752364,-2403184.8766810135,3,grassland
