,bs_pc_50,pv_pc_50,npv_pc_50,red,blue,green,nir08,swir16,emad,smad,bcmad,ndvi,mndwi,evi,ndbi,bs_jan_apr,pv_jan_apr,npv_jan_apr,bs_may_aug,pv_may_aug,npv_may_aug,bs_sep_dec,pv_sep_dec,npv_sep_dec,dem,class_id,lulc,geometry
34,31.0,38.0,45.0,1802.0,1604.0,1878.0,3692.0,3992.0,1234.4426,0.0025392175,0.057832852,0.3440116490717146,-0.36013628620102217,1.9090909090909092,0.039042165538781884,49.0,25.0,30.0,44.5,32.0,21.0,45.0,33.0,33.0,4.3897343,4,buildup,POINT (171.3590007074151 7.12415010737104)
35,46.0,43.0,13.0,1835.0,1502.0,2056.0,4209.0,3190.0,815.5679,0.0017304718,0.03342644,0.3927862342819325,-0.2161646969119329,1.5006321112515804,-0.13772131369103932,44.0,40.0,22.0,42.0,40.0,23.0,44.0,49.0,16.0,2.4668124,4,buildup,POINT (171.35988226898533 7.12462168688301)
36,49.0,27.0,28.0,1892.0,1710.0,1880.0,3992.0,4723.0,2001.5964,0.013069093,0.07755418,0.35690006798096535,-0.4305618658185673,2.0833333333333335,0.08387837062535858,45.0,24.0,27.0,57.0,20.5,26.0,71.0,23.0,49.0,3.170312,4,buildup,POINT (171.35996582932373 7.123307105602899)
37,21.0,47.0,50.0,1995.0,1865.0,1939.0,3625.0,4148.0,789.8323,0.0015957057,0.03260397,0.2900355871886121,-0.36290455068178085,2.533416226297793,0.06728418885887046,45.0,26.0,27.0,45.0,17.5,39.0,45.0,23.0,34.5,2.7052994,4,buildup,POINT (171.36023322240663 7.1238830178719)
38,48.0,32.0,31.0,1920.0,1490.0,1742.0,3655.0,3177.0,1000.51215,0.0019048452,0.047199,0.3112107623318386,-0.2917259605610896,1.0841039740064984,-0.06996487119437939,34.5,51.0,21.0,41.0,54.0,17.0,32.5,58.0,14.5,4.902946,4,buildup,POINT (171.36177073263337 7.124158453915348)
39,40.0,37.0,31.0,2986.0,2564.0,2807.0,3748.0,4363.0,1005.871,0.0024017692,0.040786628,0.11315711315711316,-0.21701534170153416,0.7823408624229979,0.07582295647885587,46.0,33.0,26.0,45.0,34.0,19.0,28.0,39.0,37.5,3.7235503,4,buildup,POINT (171.3603502068804 7.124713498766231)
40,36.0,48.0,17.0,1676.0,1429.0,1830.0,3952.0,3607.0,866.7539,0.0014156401,0.03766099,0.40440653873489696,-0.3268346514622034,1.728695123803737,-0.045640957798650614,33.0,46.0,18.0,46.0,44.5,14.0,35.0,46.0,19.0,3.148493,4,buildup,POINT (171.3615492977366 7.124905469007299)
41,41.0,37.0,23.0,1627.0,1369.0,1533.0,3496.0,3584.0,993.9446,0.0019434988,0.04804088,0.3648252976771423,-0.4008207934336525,1.5619254554571285,0.012429378531073447,46.0,38.0,22.5,56.0,38.0,16.0,35.5,45.0,25.0,3.3463812,4,buildup,POINT (171.35886701087367 7.123565848886901)
42,52.0,30.0,22.0,1682.0,1474.0,1699.0,3590.0,3516.0,1041.0919,0.002685666,0.049574375,0.3619119878603945,-0.34841802492809204,1.8150684931506849,-0.010413734871939206,42.0,35.0,30.0,39.0,35.0,24.0,41.0,38.0,22.5,3.1936066,4,buildup,POINT (171.35921796429497 7.123661834261084)
43,51.0,22.0,31.0,2167.0,2040.0,2209.0,3200.0,3734.0,767.3792,0.0011710525,0.030901182,0.19247251723495434,-0.2566044085478714,2.859911406423034,0.07701182578598212,57.0,26.0,34.5,38.0,24.5,39.0,35.0,28.0,47.0,3.071279,4,buildup,POINT (171.35970261425774 7.122910643832327)
44,45.0,44.0,15.0,2298.0,2079.0,2215.0,3628.0,3196.0,1586.3793,0.003713429,0.07408753,0.22443469456631793,-0.1812973572352615,1.8224171005755,-0.06330597889800703,48.0,35.0,17.0,31.0,48.0,21.0,37.0,48.0,20.0,3.7541547,4,buildup,POINT (171.35868735614608 7.123014975910891)
45,21.0,65.0,13.0,1556.0,1265.0,1665.0,4590.0,3503.0,1479.1825,0.0033322573,0.06575939,0.4936544093719492,-0.3556501547987616,1.708525734880054,-0.1343136043494378,36.0,42.0,29.0,24.5,46.0,32.0,17.0,48.0,43.0,2.2657394,4,buildup,POINT (171.35783504069428 7.124246092621283)
46,32.0,37.0,23.0,2120.0,1852.0,2114.0,3735.0,3966.0,816.25714,0.0019062161,0.03403592,0.27583262169086253,-0.3046052631578947,1.573460639127046,0.02999610440202571,47.5,36.0,22.0,53.5,37.5,14.0,43.0,46.0,12.0,3.958244,4,buildup,POINT (171.3590842677535 7.125222637053207)
47,40.0,51.0,13.0,2376.0,1973.0,2319.0,3870.0,3346.0,1848.9432,0.0062285066,0.077723846,0.23919308357348704,-0.18128861429832305,1.1217900585673524,-0.07261640798226164,40.0,52.0,23.0,31.5,60.5,10.5,29.5,62.0,16.0,3.1393032,4,buildup,POINT (171.3582653764371 7.12500562736161)
48,38.0,59.0,10.0,1718.0,1680.0,1841.0,3508.0,2687.0,1081.7983,0.002865672,0.055106185,0.3425181783390739,-0.1868374558303887,3.677074774034511,-0.13252623083131557,44.0,50.0,13.5,39.0,56.0,11.0,38.0,58.0,15.0,2.5505066,4,buildup,POINT (171.3572877204777 7.124458929407877)
49,49.0,49.0,27.0,2651.0,1853.0,2183.0,3939.0,3138.0,1404.0122,0.002835989,0.054972228,0.19544764795144157,-0.17947754181544823,0.5413129360342943,-0.11318355235269181,53.0,40.0,22.5,44.0,40.5,22.0,41.0,45.0,23.5,4.7726626,4,buildup,POINT (171.3575718256283 7.123344665121046)
50,26.0,69.0,5.0,1228.0,1050.0,1350.0,3892.0,2652.0,1460.4965,0.003359586,0.07123602,0.5203125,-0.32533733133433285,1.9669226225634968,-0.18948655256723718,44.5,53.0,11.0,35.0,59.5,14.0,38.0,61.0,3.0,5.2772336,4,buildup,POINT (171.35712895583472 7.124600820543318)
51,28.0,60.0,17.0,1237.0,1096.0,1282.0,3634.0,2604.0,1183.8875,0.0032209158,0.06414407,0.492096078833915,-0.3401955738548636,2.1122664786746563,-0.1651170246873998,48.0,39.0,26.0,45.0,49.5,19.0,38.0,47.0,25.5,6.0183525,4,buildup,POINT (171.35703286144556 7.123670180814396)
52,28.0,60.0,17.0,1237.0,1096.0,1282.0,3634.0,2604.0,1183.8875,0.0032209158,0.06414407,0.492096078833915,-0.3401955738548636,2.1122664786746563,-0.1651170246873998,48.0,39.0,26.0,45.0,49.5,19.0,38.0,47.0,25.5,6.0183525,4,buildup,POINT (171.35695347912406 7.123853804948364)
53,29.0,59.0,23.0,620.0,557.0,796.0,3686.0,1741.0,867.0736,0.00091040134,0.063017815,0.7120297259637715,-0.37248718959400867,2.3734324198792383,-0.3583932190897365,46.0,54.0,15.0,32.5,60.5,12.5,38.0,58.0,21.5,5.4992747,4,buildup,POINT (171.35631006451834 7.124479795754113)
54,21.0,67.0,12.0,1501.0,1430.0,1569.0,3207.0,2442.0,919.9068,0.0030487478,0.05331769,0.3623619371282923,-0.21765145848915482,2.864338482202821,-0.13542219861922464,38.0,53.0,13.0,29.0,63.0,12.0,30.0,61.0,8.0,4.178785,4,buildup,POINT (171.3558379486063 7.123703567026116)
56,14.0,69.0,14.0,1025.0,865.0,1219.0,3883.0,2309.0,974.70703,0.0015653074,0.051508144,0.5823145884270579,-0.3089569160997732,2.0146623431552233,-0.2541989664082687,37.0,56.0,16.0,22.0,70.5,8.0,29.0,69.0,5.0,4.0405235,4,buildup,POINT (171.35729607651155 7.125132911904879)
57,29.0,51.0,34.0,1460.0,1311.0,1607.0,3649.0,2524.0,877.9649,0.0021194816,0.041963566,0.42845958113133686,-0.22198015008472524,2.1231813773035886,-0.1822452616231978,38.5,50.0,29.0,39.0,44.5,39.0,33.0,57.0,19.5,3.9531925,1,forest,POINT (171.356694442075 7.124878342782524)
58,37.0,62.0,11.0,927.0,727.0,1057.0,4007.0,2647.0,1086.4409,0.002111733,0.062706925,0.6242399675719498,-0.4292656587473002,1.870066788099575,-0.2043883378418996,39.0,56.0,34.0,29.0,57.0,16.0,22.0,54.0,43.0,4.5808764,1,forest,POINT (171.35811914584488 7.124481882388683)
59,14.0,85.0,7.0,368.0,360.0,628.0,3781.0,1208.0,684.04114,0.00038281083,0.040615894,0.8226078573150156,-0.3159041394335512,2.5934650455927053,-0.5157346161555422,18.0,74.0,8.5,6.0,90.0,8.5,7.0,88.0,9.0,10.00295,1,forest,POINT (171.3540377455657 7.12425287418711)
60,17.0,72.0,12.0,323.0,340.0,517.0,3175.0,1469.0,899.60144,0.0010721982,0.06853085,0.8153230417381361,-0.47935548841893255,2.780811232449298,-0.3673557278208441,32.5,60.0,18.0,33.5,68.0,15.0,14.5,75.0,13.5,10.90174,1,forest,POINT (171.35625209453355 7.123338926861535)
61,38.0,49.0,25.0,2015.0,1597.0,1877.0,3393.0,2708.0,1556.449,0.0024724603,0.08502725,0.2548076923076923,-0.1812431842966194,0.9824611435904749,-0.11227667595476151,42.0,55.5,14.5,30.0,54.0,15.5,28.0,56.0,21.5,5.642153,1,forest,POINT (171.35694982335926 7.123451605398702)
62,15.0,72.0,9.0,873.0,786.0,1067.0,2789.0,1471.0,1991.8022,0.0062482655,0.131763,0.523211359912616,-0.15918045705279749,2.2456633849038914,-0.30938967136150236,33.0,61.0,15.0,14.0,75.0,15.0,13.0,78.0,16.0,2.949152,1,forest,POINT (171.35600976955217 7.124686894188355)
63,13.0,75.0,13.0,475.0,446.0,719.0,3379.0,1926.0,813.3825,0.0020591617,0.050855346,0.753502854177478,-0.4563327032136106,2.516464471403813,-0.2738925541941565,19.0,73.0,8.5,16.0,83.5,16.0,16.0,84.0,6.0,5.8322663,1,forest,POINT (171.3539500072104 7.124590909031629)
64,7.0,88.0,6.0,403.0,405.0,776.0,4270.0,1394.0,1022.97144,0.0008581877,0.05065542,0.8275197945645196,-0.2847926267281106,2.647542105983842,-0.507768361581921,14.5,77.0,16.5,7.0,89.5,9.5,7.0,92.0,4.0,6.3363137,1,forest,POINT (171.35427589253018 7.123831373595092)
65,11.0,78.0,19.0,420.0,397.0,724.0,3353.0,1772.0,847.83545,0.0018538237,0.058243476,0.7773654916512059,-0.4198717948717949,2.531503538753668,-0.3084878048780488,22.0,65.0,20.0,17.0,76.0,16.0,18.0,71.0,19.5,0.0,1,forest,POINT (171.35310186977551 7.123676962388855)
66,26.0,69.0,19.0,1184.0,977.0,1209.0,3261.0,3168.0,1756.2263,0.0019283891,0.09265045,0.4672665916760405,-0.44756682659355723,1.7089024189567221,-0.014465702286514233,19.0,71.0,11.0,11.0,81.0,10.0,11.5,86.0,6.0,1.4489342,1,forest,POINT (171.3527926965234 7.124582562495299)
67,9.0,83.0,6.0,423.0,448.0,748.0,3315.0,1574.0,1500.4316,0.003022194,0.08266765,0.7736757624398074,-0.35572782084409993,2.8989574979951884,-0.35610554305583964,23.0,72.0,15.0,13.0,84.0,5.5,9.0,90.0,6.0,2.2187755,1,forest,POINT (171.3525670836097 7.124311299980758)
68,11.0,85.0,5.0,386.0,386.0,623.0,3825.0,1389.0,861.7158,0.0006413162,0.053117022,0.8166706245547376,-0.38071570576540753,2.647828765013859,-0.4672036823935558,21.5,75.0,13.0,12.0,84.0,53.0,14.0,85.0,8.0,6.271918,1,forest,POINT (171.34843502487536 7.124019170937063)
69,10.0,71.0,15.0,432.0,415.0,682.0,3453.0,1775.0,957.90015,0.0016132295,0.059453577,0.7776061776061776,-0.44485144485144484,2.5745696267257543,-0.32096403978576893,36.0,75.0,11.0,18.0,81.5,11.5,16.0,86.0,15.0,10.410595,1,forest,POINT (171.34787517060803 7.124578389227077)
70,5.0,92.0,9.0,371.0,400.0,744.0,4412.0,1546.0,635.6121,0.00048324466,0.034879267,0.8448672381350617,-0.3502183406113537,2.776174773289365,-0.4810339039946291,18.0,80.0,5.0,11.0,87.0,18.0,9.0,90.0,45.0,10.525571,1,forest,POINT (171.34769133786352 7.123956571831732)
71,9.0,89.0,8.0,359.0,391.0,699.0,3996.0,1536.0,927.458,0.0006043315,0.049140885,0.8351320321469575,-0.374496644295302,2.8250737921391953,-0.44468546637744033,18.0,72.0,10.0,6.0,87.0,7.0,13.0,89.0,6.5,6.159523,1,forest,POINT (171.34822612402934 7.123426565726199)
72,25.0,60.0,39.0,509.0,478.0,696.0,2938.0,1310.0,1107.8391,0.003962517,0.0846345,0.7046707281694227,-0.30608175473579263,2.5218023255813953,-0.3832391713747646,23.0,77.0,8.0,33.0,83.0,12.0,7.5,90.0,9.5,5.927621,1,forest,POINT (171.3471105935116 7.124394765387171)
73,8.0,93.0,11.0,338.0,371.0,614.0,4262.0,1331.0,599.0521,0.0004132688,0.03540992,0.8530434782608696,-0.3686375321336761,2.7960666951688755,-0.5240479170391561,18.0,77.0,8.5,12.5,85.0,8.0,8.0,91.0,5.0,11.1611395,1,forest,POINT (171.34723175600226 7.123439085562623)
74,7.0,91.0,6.0,341.0,375.0,655.0,4076.0,1261.0,676.96375,0.00071549416,0.037639163,0.845596558750283,-0.3162839248434238,2.8205709107385593,-0.5274498782087315,18.0,77.0,8.5,9.0,88.5,25.0,6.0,93.0,7.0,13.503609,1,forest,POINT (171.34687662456403 7.12357680374042)
75,8.0,77.0,15.0,401.0,405.0,671.0,3677.0,1414.0,977.14856,0.0017553568,0.063412,0.8033349681216283,-0.3563549160671463,2.688330871491876,-0.4445099194657238,33.5,71.0,5.5,9.5,87.5,13.0,12.0,88.0,24.0,8.079384,1,forest,POINT (171.34639615261818 7.123893972717743)
76,7.0,92.0,13.0,383.0,411.0,753.0,3988.0,1321.0,808.19073,0.00097072124,0.049338583,0.8247540608556394,-0.2738669238187078,2.812451240443127,-0.5023544923714447,28.0,78.0,34.0,19.5,90.0,11.0,17.0,91.5,3.0,5.2524295,1,forest,POINT (171.34645046683815 7.123146955955817)
77,16.0,66.0,23.0,876.0,743.0,998.0,3478.0,2886.0,1272.7152,0.004292488,0.078610465,0.5976113918236104,-0.486096807415036,2.056916996047431,-0.09302325581395349,24.0,68.0,15.0,27.0,78.0,16.0,16.0,80.0,14.0,5.746388,1,forest,POINT (171.34847262702766 7.12454082981134)
78,10.0,96.0,9.0,374.0,388.0,662.0,4367.0,1183.0,840.8307,0.0002296567,0.04348579,0.8422273781902552,-0.2823848238482385,2.696515397082658,-0.5736936936936937,34.0,81.0,18.0,33.0,83.5,21.0,28.0,96.0,13.0,17.00776,1,forest,POINT (171.3437222217891 7.124090116579304)
79,13.0,99.0,13.0,373.0,381.0,670.0,4641.0,1217.0,785.89355,0.00027161837,0.042310808,0.8512165935380933,-0.2898781134075252,2.6525792417650713,-0.5844998292932742,45.0,84.0,12.0,31.0,89.0,64.5,19.0,99.0,11.0,15.834201,1,forest,POINT (171.34337126836778 7.123426565726201)
80,10.0,85.0,7.0,414.0,418.0,685.0,4080.0,1396.0,621.5674,0.0006863773,0.04024586,0.8157543391188251,-0.34166266218164343,2.67201166180758,-0.49013878743608474,19.5,71.0,15.0,23.0,84.0,12.0,12.0,88.0,6.0,9.583144,1,forest,POINT (171.34510514538977 7.123585150295305)
81,8.0,66.0,23.0,535.0,479.0,757.0,3450.0,1917.0,1165.0077,0.00222677,0.06430204,0.7314930991217063,-0.4338070306656694,2.3749388952256805,-0.2856344326439352,17.0,69.0,15.0,17.0,81.5,11.5,16.0,90.0,9.0,8.736389,1,forest,POINT (171.34438652647944 7.124582562495299)
82,19.0,99.0,9.0,384.0,396.0,691.0,4711.0,1215.0,752.7435,0.00029838085,0.041126322,0.8492639842983317,-0.27492130115424973,2.6736282748393476,-0.5899426257171785,37.5,83.0,17.0,35.0,89.0,27.5,25.0,97.0,9.5,17.33359,1,forest,POINT (171.34319996967403 7.123468298512933)
83,41.0,99.0,12.0,355.0,383.0,640.0,4272.0,1202.0,661.213,0.00024747849,0.0362873,0.8465528420142641,-0.30510314875135724,2.7736864466789406,-0.5608330288637194,34.0,81.0,12.0,38.0,97.0,21.0,18.0,95.5,5.0,14.025349,1,forest,POINT (171.3431957916571 7.122833959739252)
84,8.0,88.0,7.0,395.0,414.0,651.0,3837.0,1268.0,757.1849,0.0007183552,0.04468156,0.8133270321361059,-0.3215216258467952,2.7731227844021915,-0.503232125367287,19.0,74.0,15.0,12.5,85.0,9.5,5.0,87.5,10.0,7.6339316,1,forest,POINT (171.3449672708314 7.123848066695313)
85,30.0,78.0,12.0,377.0,392.0,645.0,4089.0,1190.0,851.62695,0.00074902177,0.04680618,0.8311688311688312,-0.2970027247956403,2.719812426729191,-0.5491570373176738,33.0,78.0,10.5,32.0,92.5,22.0,20.5,96.0,10.5,13.587372,1,forest,POINT (171.34298689081112 7.123852239970272)
86,17.0,80.0,12.0,382.0,395.0,626.0,3778.0,1133.0,732.981,0.00070917606,0.040739622,0.8163461538461538,-0.28823194997157475,2.731220846067235,-0.5385868458562411,31.0,69.0,13.0,14.0,92.5,22.0,14.0,91.0,9.0,14.390546,1,forest,POINT (171.3420259469194 7.123923185638684)
87,8.0,92.0,7.0,349.0,373.0,632.0,4261.0,1215.0,672.8179,0.00029808283,0.04034747,0.848590021691974,-0.3156469951272334,2.748349023464943,-0.556245434623813,15.0,80.0,16.5,20.5,91.0,15.5,10.0,93.0,7.5,14.811652,1,forest,POINT (171.34262340333902 7.123380659656349)
88,8.0,92.0,7.0,349.0,373.0,632.0,4261.0,1215.0,672.8179,0.00029808283,0.04034747,0.848590021691974,-0.3156469951272334,2.748349023464943,-0.556245434623813,15.0,80.0,16.5,20.5,91.0,15.5,10.0,93.0,7.5,14.811652,1,forest,POINT (171.34264011540668 7.123309713902877)
89,8.0,96.0,9.0,354.0,374.0,607.0,4080.0,1140.0,615.8723,0.00034692883,0.038477995,0.8403247631935047,-0.30509444762449917,2.739705882352941,-0.5632183908045977,20.0,79.0,11.0,12.5,94.5,40.0,9.0,93.0,7.0,12.229,1,forest,POINT (171.34181286805645 7.123393179494044)
90,18.0,75.0,15.0,397.0,417.0,707.0,3656.0,1116.0,969.20264,0.001262486,0.05862397,0.8040957315568714,-0.22435545803620405,2.7983857118323887,-0.5322715842414082,31.5,72.0,5.0,26.5,92.0,13.5,11.0,94.0,12.0,16.357624,1,forest,POINT (171.34123212370451 7.123797987392805)
91,6.0,97.0,5.0,376.0,386.0,630.0,4055.0,1152.0,689.0876,0.00030994415,0.042699248,0.8302866170164749,-0.29292929292929293,2.6916886157448054,-0.5575187247935471,24.0,76.0,12.0,11.5,93.0,13.5,26.0,93.0,9.0,14.231962,1,forest,POINT (171.34136999826288 7.123389006214851)
92,8.0,91.0,6.0,347.0,386.0,627.0,4095.0,1279.0,727.40515,0.0005656183,0.043789543,0.8437640702386312,-0.34207764952780695,2.854096862625647,-0.524004465947153,27.0,75.0,4.5,11.5,87.5,37.5,12.5,88.0,5.0,7.230722,1,forest,POINT (171.34291168650654 7.122458363993618)
95,6.0,93.0,2.0,429.0,451.0,737.0,3969.0,1341.0,685.5662,0.00040996075,0.045563728,0.8049113233287858,-0.2906641000962464,2.7993041277874426,-0.49491525423728816,35.0,77.0,6.0,9.0,83.5,15.5,13.5,90.0,6.0,4.653999,1,forest,POINT (171.34012912723747 7.122003475395424)
96,12.0,74.0,16.0,1084.0,892.0,1297.0,3369.0,1795.0,1566.3508,0.0052268207,0.09708075,0.513137210869077,-0.1610608020698577,1.7941268844221105,-0.3048024786986832,32.0,73.5,12.5,27.0,86.5,11.0,11.0,87.0,9.0,9.5167,1,forest,POINT (171.33951078073326 7.122370724941449)
97,6.0,92.0,9.0,434.0,463.0,743.0,4061.0,1338.0,849.0331,0.00085002184,0.05066148,0.8068965517241379,-0.2859202306583373,2.8393612024424613,-0.504352657899611,20.0,79.5,10.0,6.5,89.0,6.5,13.0,89.0,7.5,6.759453,1,forest,POINT (171.33928516781955 7.121665438618082)
98,11.0,85.0,10.0,519.0,508.0,784.0,3768.0,1409.0,644.06506,0.0007805526,0.04163318,0.7578726382085375,-0.28499772001823986,2.6431825577611456,-0.45566930654819393,18.0,73.0,8.0,7.0,89.0,10.0,11.0,91.0,7.0,5.598016,1,forest,POINT (171.3391096911089 7.121072830325111)
100,8.0,97.0,4.0,430.0,434.0,697.0,4017.0,1226.0,704.9708,0.0007145107,0.046402037,0.8066111985608275,-0.2750910036401456,2.682470834579719,-0.5323288193782186,19.0,80.0,2.0,11.0,91.5,39.0,9.0,95.0,8.5,9.75704,1,forest,POINT (171.34123212370451 7.122917425418169)
101,5.0,94.0,10.0,377.0,393.0,656.0,4111.0,1272.0,773.84534,0.0004886091,0.043758698,0.8319964349376114,-0.31950207468879666,2.7243542973880053,-0.527401077466097,21.0,79.0,6.5,6.0,87.0,11.0,8.0,90.0,11.0,10.117531,1,forest,POINT (171.34233929818842 7.122954984968659)
102,9.0,78.0,17.0,403.0,408.0,665.0,3862.0,1118.0,774.9125,0.0013628006,0.04829044,0.8110199296600235,-0.25406618059450364,2.6847252406085067,-0.551004016064257,39.0,78.0,7.5,6.0,89.5,15.5,30.5,93.0,8.0,16.578358,1,forest,POINT (171.3417251297011 7.123877279619217)
103,6.0,79.0,17.0,587.0,566.0,861.0,3580.0,1821.0,1232.6954,0.005551696,0.07159355,0.7182625389968802,-0.3579418344519016,2.618089573128062,-0.3256804295500833,55.0,42.0,32.0,54.0,58.5,35.5,17.5,57.0,44.0,0.0,1,forest,POINT (171.3338558348314 7.120409275048184)
104,24.0,67.0,10.0,1493.0,1373.0,1864.0,1374.0,741.0,2055.0828,0.036964536,0.21002099,-0.04150680153470527,0.4310940499040307,-8.380281690140846,-0.29929078014184396,48.0,42.0,44.0,47.0,51.5,40.0,4.0,63.0,42.0,2.2307103,1,forest,POINT (171.3336197768754 7.121183422776699)
105,7.0,59.0,37.0,558.0,505.0,862.0,4010.0,1718.0,588.2222,0.0009070635,0.03387153,0.7556917688266199,-0.33178294573643413,2.416351672966541,-0.4001396648044693,39.0,70.5,21.0,17.0,80.0,12.0,8.0,88.0,10.0,7.007238,1,forest,POINT (171.31939571826967 7.122587735896752)
107,3.0,82.0,15.0,451.0,451.0,759.0,4376.0,1349.0,929.81683,0.0013139844,0.0397706,0.813134452040605,-0.27988614800759015,2.651668693419808,-0.5287336244541485,25.0,72.0,10.0,50.5,90.0,10.5,5.5,97.0,4.0,12.228625,1,forest,POINT (171.31855593686865 7.123201208611341)
109,4.0,83.0,13.0,476.0,440.0,739.0,4274.0,1398.0,570.93536,0.00042259693,0.03152786,0.7995789473684211,-0.30837622835751055,2.4784651527016446,-0.5070521861777151,29.0,75.0,10.0,52.5,83.5,9.0,7.0,94.5,10.0,13.385541,1,forest,POINT (171.31810888905815 7.123660269282323)
113,10.0,99.0,6.0,386.0,411.0,680.0,4383.0,1181.0,584.1767,0.0006788373,0.03182287,0.8381211994128748,-0.2692101020956475,2.7622667588113337,-0.5754852624011503,29.0,76.0,30.5,56.0,75.0,23.0,20.5,98.0,9.0,13.670577,1,forest,POINT (171.31633323186696 7.124044210576773)
114,13.0,99.0,11.0,408.0,429.0,729.0,4689.0,1233.0,451.90463,0.0002605915,0.025966667,0.8399058269570335,-0.25688073394495414,2.729881392679505,-0.5835866261398176,36.0,73.0,31.5,40.0,79.0,14.0,35.0,99.0,12.0,14.524164,1,forest,POINT (171.3162538495455 7.124561696153802)
115,21.0,99.0,7.0,391.0,407.0,688.0,4433.0,1233.0,493.901,0.00026351213,0.030513255,0.837893864013267,-0.28370640291514837,2.710932260228035,-0.5647723261560184,28.0,75.0,13.0,47.0,68.5,12.0,19.5,99.0,14.0,15.117948,1,forest,POINT (171.31692233225277 7.124599255567805)
118,9.0,88.0,7.0,394.0,410.0,672.0,4143.0,1172.0,549.3707,0.0008249879,0.029371826,0.8263169495261186,-0.27114967462039047,2.7301194290707835,-0.5589840075258702,26.0,76.5,11.0,54.0,92.5,21.0,7.0,95.0,10.5,13.983735,1,forest,POINT (171.31572324139657 7.124974849536348)
119,10.0,85.0,12.0,404.0,418.0,684.0,4181.0,1146.0,468.56656,0.00043171644,0.029983524,0.823773173391494,-0.25245901639344265,2.7203975799481417,-0.5697390651398536,24.5,83.0,31.0,34.5,94.0,16.5,17.0,99.0,15.0,14.688246,1,forest,POINT (171.31617446722402 7.125145953351967)
120,13.0,83.0,12.0,449.0,444.0,711.0,4039.0,1229.0,420.104,0.00044578314,0.027227327,0.7999108734402852,-0.2670103092783505,2.6366039952996476,-0.5334092634776006,34.0,82.0,13.5,46.0,78.5,12.0,17.0,98.0,8.0,13.95877,1,forest,POINT (171.31677610166057 7.125179339454787)
122,6.0,76.0,17.0,495.0,537.0,744.0,3121.0,1218.0,1100.4797,0.00393492,0.061908685,0.7262168141592921,-0.2415902140672783,3.179946718333737,-0.43858031804563263,53.0,48.0,16.0,46.0,83.0,11.0,12.0,90.0,16.0,4.3698707,1,forest,POINT (171.31523859143383 7.124348859415551)
123,10.0,88.0,9.0,431.0,447.0,734.0,4070.0,1183.0,576.59766,0.0004467368,0.034696452,0.808487002888247,-0.23422013562858635,2.753064003631412,-0.5495907100704359,29.0,81.0,39.0,48.5,80.0,26.5,8.0,97.0,45.0,11.699651,1,forest,POINT (171.31430689366056 7.125600838790969)
124,10.0,68.0,18.0,474.0,472.0,787.0,3721.0,1255.0,690.9944,0.0013106167,0.035048544,0.7740166865315852,-0.22918707149853085,2.682584269662921,-0.49557877813504825,30.0,79.0,7.0,20.0,82.5,14.5,14.5,88.0,44.0,11.616035,1,forest,POINT (171.3146912712172 7.126089109808222)
127,3.0,94.0,10.0,393.0,429.0,628.0,3935.0,1312.0,504.09436,0.00047773123,0.031561118,0.8183918669131238,-0.3525773195876289,2.8782707622298065,-0.49990470745187726,74.0,71.5,15.0,14.0,87.5,16.5,3.0,94.0,10.0,12.997608,1,forest,POINT (171.30816103077052 7.132820518899743)
128,14.0,85.0,5.0,518.0,498.0,712.0,3305.0,1348.0,877.02936,0.0011412501,0.057573386,0.7290086319644259,-0.3087378640776699,2.6007838745800673,-0.42058886739737805,23.0,75.0,14.0,23.0,79.5,14.0,10.0,90.0,8.0,4.951436,1,forest,POINT (171.31142824000233 7.129548724394946)
129,9.0,69.0,27.0,915.0,706.0,1013.0,3693.0,1587.0,990.1625,0.0017952025,0.056226034,0.6028645833333334,-0.22076923076923077,1.7858061198251478,-0.39886363636363636,19.0,76.0,13.0,14.0,58.5,24.0,6.0,79.0,18.0,7.2198734,1,forest,POINT (171.31230562355563 7.128296755947896)
130,5.0,97.0,7.0,424.0,445.0,687.0,4048.0,1207.0,689.12976,0.0005853772,0.040929496,0.8103756708407871,-0.27455121436114044,2.78298264475503,-0.540627973358706,38.5,75.0,15.0,47.0,96.0,7.0,4.0,96.0,7.0,14.127755,1,forest,POINT (171.31024168319692 7.130491871668815)
131,6.0,94.0,8.0,430.0,452.0,675.0,3988.0,1231.0,851.459,0.0011727214,0.04451016,0.8053417836124943,-0.291710388247639,2.798049701163888,-0.5282621191799195,57.5,76.0,11.0,16.5,93.5,13.5,5.0,94.0,13.0,14.831919,1,forest,POINT (171.30971525306495 7.131226356678501)
132,4.0,98.0,7.0,363.0,412.0,657.0,3969.0,1247.0,504.7626,0.0006465018,0.031195171,0.832409972299169,-0.30987394957983194,2.948005232177894,-0.5218558282208589,52.0,56.0,10.0,35.0,92.5,37.0,5.0,95.0,3.0,13.020819,1,forest,POINT (171.30826965921048 7.132161154055582)
133,4.0,82.0,12.0,504.0,483.0,729.0,3854.0,1373.0,920.8868,0.0013698637,0.053491354,0.7687012391005048,-0.30637488106565175,2.571779517887302,-0.474650851348766,35.5,68.0,24.0,11.0,78.0,17.0,4.0,85.0,12.0,12.120843,1,forest,POINT (171.30925567120372 7.132111075673682)
